,Grant.Status,Sponsor.Code,Grant.Category.Code,Contract.Value.Band...see.note.A,RFCD.Code.1,RFCD.Percentage.1,RFCD.Code.2,RFCD.Percentage.2,RFCD.Code.3,RFCD.Percentage.3,RFCD.Code.4,RFCD.Percentage.4,RFCD.Code.5,RFCD.Percentage.5,SEO.Code.1,SEO.Percentage.1,SEO.Code.2,SEO.Percentage.2,SEO.Code.3,SEO.Percentage.3,SEO.Code.4,SEO.Percentage.4,SEO.Code.5,SEO.Percentage.5,Person.ID.1,Role.1,Year.of.Birth.1,Country.of.Birth.1,Dept.No..1,Faculty.No..1,With.PHD.1,No..of.Years.in.Uni.at.Time.of.Grant.1,Number.of.Successful.Grant.1,Number.of.Unsuccessful.Grant.1,A..1,A.1,B.1,C.1
1827,0,18.0,9.0,5.0,370199.0,75.0,370103.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,730205.0,50.0,730206.0,25.0,730209.0,25.0,0.0,0.0,0.0,0.0,70602.0,3,1965.0,7.0,2523.0,25.0,1.0,3.0,0.0,0.0,3.0,1.0,4.0,5.0
1829,1,0.0,0.0,2.0,380201.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751099.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4762.0,1,1950.0,0.0,593.0,7.0,1.0,4.0,0.0,0.0,1.0,2.0,5.0,0.0
1830,1,0.0,0.0,1.0,280213.0,80.0,329999.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,700299.0,80.0,730199.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,80057.0,1,1950.0,7.0,3073.0,31.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0
1831,1,0.0,0.0,2.0,290205.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94537.0,1,1975.0,0.0,2153.0,19.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1832,0,141.0,3.0,2.0,321299.0,33.0,380105.0,33.0,370199.0,34.0,0.0,0.0,0.0,0.0,730299.0,33.0,751099.0,33.0,759999.0,34.0,0.0,0.0,0.0,0.0,69222.0,1,1965.0,7.0,2558.0,25.0,0.0,0.0,3.0,5.0,8.0,17.0,8.0,3.0
1834,1,0.0,0.0,2.0,230202.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610199.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5812.0,1,1965.0,4.0,2153.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1835,0,66.0,3.0,3.0,330107.0,25.0,410303.0,25.0,430108.0,50.0,0.0,0.0,0.0,0.0,740301.0,50.0,700201.0,25.0,751001.0,25.0,0.0,0.0,0.0,0.0,62902.0,1,1950.0,4.0,528.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
1836,1,194.0,3.0,1.0,270106.0,90.0,270103.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,730108.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63942.0,1,1950.0,7.0,2778.0,25.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0
1837,1,233.0,5.0,1.0,360101.0,30.0,430101.0,60.0,360102.0,10.0,0.0,0.0,0.0,0.0,750901.0,80.0,750604.0,10.0,750601.0,10.0,0.0,0.0,0.0,0.0,165032.0,1,1960.0,7.0,653.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1838,1,141.0,3.0,1.0,400303.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750802.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46697.0,1,1980.0,7.0,498.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1839,1,47.0,2.0,1.0,270199.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24017.0,2,1970.0,7.0,2603.0,25.0,1.0,3.0,1.0,1.0,6.0,2.0,6.0,0.0
1840,0,59.0,7.0,1.0,270208.0,60.0,270203.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,780105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742402.0,1,1975.0,0.0,3268.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1841,1,59.0,7.0,4.0,240201.0,40.0,250199.0,30.0,250599.0,30.0,0.0,0.0,0.0,0.0,749999.0,40.0,669999.0,30.0,720502.0,30.0,0.0,0.0,0.0,0.0,45462.0,1,1945.0,7.0,3943.0,31.0,0.0,1.0,2.0,1.0,36.0,8.0,5.0,0.0
1842,0,59.0,7.0,1.0,291004.0,60.0,389999.0,20.0,291704.0,20.0,0.0,0.0,0.0,0.0,700103.0,50.0,700299.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,115417.0,1,1965.0,1.0,2253.0,19.0,1.0,4.0,0.0,2.0,0.0,5.0,4.0,0.0
1843,1,59.0,7.0,1.0,259999.0,40.0,299999.0,30.0,300899.0,30.0,0.0,0.0,0.0,0.0,659999.0,40.0,650403.0,30.0,780199.0,30.0,0.0,0.0,0.0,0.0,4302.0,1,1965.0,7.0,3198.0,31.0,1.0,5.0,3.0,2.0,2.0,9.0,8.0,3.0
1844,1,59.0,7.0,5.0,280304.0,40.0,280107.0,30.0,280302.0,30.0,0.0,0.0,0.0,0.0,700102.0,40.0,700103.0,40.0,700101.0,20.0,0.0,0.0,0.0,0.0,39647.0,1,1970.0,7.0,2163.0,19.0,1.0,4.0,1.0,1.0,1.0,15.0,6.0,6.0
1845,1,59.0,7.0,8.0,240101.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780102.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72447.0,1,1950.0,7.0,3198.0,31.0,1.0,5.0,1.0,1.0,5.0,22.0,4.0,0.0
1846,0,59.0,7.0,1.0,240101.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780102.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32522.0,1,1970.0,7.0,3198.0,31.0,1.0,4.0,1.0,1.0,5.0,3.0,2.0,0.0
1847,0,59.0,7.0,1.0,300199.0,50.0,300399.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,749999.0,20.0,760299.0,40.0,770802.0,40.0,0.0,0.0,0.0,0.0,20472.0,1,1970.0,7.0,1038.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
1848,1,34.0,8.0,1.0,270707.0,80.0,270203.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,780105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20357.0,2,1965.0,3.0,3268.0,31.0,1.0,3.0,1.0,0.0,2.0,8.0,4.0,1.0
1849,1,5.0,3.0,1.0,330301.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740101.0,70.0,740401.0,20.0,749906.0,10.0,0.0,0.0,0.0,0.0,82072.0,1,1950.0,7.0,2298.0,46.0,0.0,1.0,2.0,1.0,0.0,6.0,7.0,1.0
1850,1,34.0,8.0,1.0,270503.0,20.0,270601.0,40.0,270603.0,40.0,0.0,0.0,0.0,0.0,780105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64867.0,2,1945.0,7.0,3268.0,31.0,1.0,5.0,2.0,0.0,4.0,26.0,8.0,5.0
1854,1,34.0,8.0,1.0,270599.0,50.0,300508.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,780105.0,50.0,780199.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,69517.0,2,1950.0,7.0,1258.0,34.0,1.0,2.0,0.0,1.0,7.0,4.0,9.0,37.0
1856,1,0.0,0.0,3.0,280204.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39562.0,1,1945.0,0.0,2153.0,19.0,1.0,4.0,1.0,0.0,3.0,3.0,4.0,0.0
1857,0,5.0,3.0,1.0,999999.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999999.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126217.0,1,1970.0,7.0,593.0,7.0,0.0,4.0,0.0,1.0,3.0,7.0,2.0,2.0
1858,1,34.0,8.0,1.0,270503.0,40.0,270599.0,30.0,270603.0,30.0,0.0,0.0,0.0,0.0,771003.0,70.0,780105.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,64867.0,2,1945.0,7.0,3268.0,31.0,1.0,5.0,2.0,0.0,4.0,26.0,8.0,5.0
1859,0,26.0,1.0,8.0,310199.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770101.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685762.0,1,1970.0,0.0,3508.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0
1860,1,36.0,1.0,5.0,270202.0,50.0,300204.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,620105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79802.0,2,1950.0,7.0,3028.0,31.0,1.0,2.0,2.0,0.0,1.0,12.0,13.0,5.0
1861,1,0.0,0.0,3.0,260502.0,50.0,269901.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,779907.0,50.0,779902.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,74142.0,1,1970.0,7.0,2103.0,19.0,1.0,3.0,0.0,3.0,2.0,0.0,5.0,0.0
1862,1,0.0,0.0,3.0,300801.0,30.0,260501.0,25.0,260114.0,20.0,260502.0,15.0,280302.0,10.0,770802.0,50.0,770602.0,20.0,760201.0,10.0,760203.0,10.0,770103.0,10.0,76022.0,1,1965.0,7.0,2103.0,19.0,1.0,5.0,1.0,2.0,15.0,8.0,0.0,0.0
1863,1,0.0,0.0,0.0,330109.0,50.0,330206.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,740301.0,50.0,750802.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,39817.0,1,1955.0,7.0,653.0,7.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
1864,1,0.0,0.0,8.0,300801.0,30.0,260501.0,25.0,260114.0,20.0,260502.0,15.0,280302.0,10.0,770802.0,50.0,770602.0,20.0,760201.0,10.0,760203.0,10.0,770103.0,10.0,76022.0,1,1965.0,7.0,2103.0,19.0,1.0,5.0,1.0,2.0,15.0,8.0,0.0,0.0
1865,1,0.0,0.0,7.0,300801.0,30.0,260501.0,25.0,260114.0,20.0,260502.0,15.0,280302.0,10.0,770802.0,50.0,770602.0,20.0,760201.0,10.0,760203.0,10.0,770103.0,10.0,76022.0,1,1965.0,7.0,2103.0,19.0,1.0,5.0,1.0,2.0,15.0,8.0,0.0,0.0
1866,1,0.0,0.0,7.0,260502.0,50.0,269901.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,779907.0,50.0,779902.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,74142.0,1,1970.0,7.0,2103.0,19.0,1.0,3.0,0.0,3.0,2.0,0.0,5.0,0.0
1871,1,0.0,0.0,3.0,260502.0,50.0,269901.0,25.0,260502.0,25.0,0.0,0.0,0.0,0.0,779907.0,50.0,779902.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,74142.0,1,1970.0,7.0,2103.0,19.0,1.0,3.0,0.0,3.0,2.0,0.0,5.0,0.0
1872,1,0.0,0.0,7.0,269901.0,50.0,260502.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,779907.0,50.0,779902.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,74142.0,1,1970.0,7.0,2103.0,19.0,1.0,3.0,0.0,3.0,2.0,0.0,5.0,0.0
1874,1,0.0,0.0,6.0,300801.0,30.0,260501.0,25.0,260114.0,20.0,260502.0,15.0,280302.0,10.0,770802.0,50.0,770602.0,20.0,760201.0,10.0,760203.0,10.0,770103.0,10.0,76022.0,1,1965.0,7.0,2103.0,19.0,1.0,5.0,1.0,2.0,15.0,8.0,0.0,0.0
1875,1,34.0,8.0,1.0,270402.0,70.0,300601.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,620301.0,50.0,620199.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,2,1955.0,7.0,3028.0,31.0,1.0,5.0,0.0,0.0,0.0,24.0,3.0,2.0
1876,1,0.0,0.0,8.0,300801.0,30.0,260501.0,25.0,260114.0,20.0,260502.0,15.0,280302.0,10.0,770802.0,50.0,770602.0,20.0,760201.0,10.0,760203.0,10.0,770103.0,10.0,76022.0,1,1965.0,7.0,2103.0,19.0,1.0,5.0,1.0,2.0,15.0,8.0,0.0,0.0
1877,1,34.0,8.0,1.0,270708.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770505.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67447.0,2,1970.0,0.0,3028.0,31.0,1.0,3.0,0.0,0.0,9.0,13.0,6.0,3.0
1878,0,59.0,1.0,3.0,300203.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620106.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6377.0,1,1965.0,0.0,1038.0,1.0,1.0,3.0,0.0,2.0,0.0,18.0,2.0,14.0
1879,1,0.0,0.0,8.0,300801.0,50.0,260501.0,25.0,260114.0,10.0,260502.0,10.0,280302.0,5.0,770802.0,50.0,770602.0,20.0,760201.0,10.0,760203.0,10.0,770103.0,10.0,76022.0,1,1965.0,7.0,2103.0,19.0,1.0,5.0,1.0,2.0,15.0,8.0,0.0,0.0
1880,1,0.0,0.0,7.0,260502.0,50.0,269901.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,779907.0,50.0,779902.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,74142.0,1,1970.0,7.0,2103.0,19.0,1.0,3.0,0.0,3.0,2.0,0.0,5.0,0.0
1881,1,0.0,0.0,7.0,260502.0,50.0,269901.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,779907.0,50.0,779902.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,74142.0,1,1970.0,7.0,2103.0,19.0,1.0,3.0,0.0,3.0,2.0,0.0,5.0,0.0
1882,1,132.0,12.0,1.0,321207.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730206.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20657.0,2,1960.0,7.0,2523.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1883,1,212.0,7.0,1.0,350212.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749904.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69352.0,1,1945.0,7.0,2298.0,46.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1884,1,2.0,1.0,8.0,270704.0,40.0,300801.0,40.0,300802.0,20.0,0.0,0.0,0.0,0.0,770702.0,40.0,770703.0,30.0,770707.0,30.0,0.0,0.0,0.0,0.0,592.0,2,1955.0,7.0,3028.0,31.0,1.0,5.0,0.0,0.0,0.0,24.0,3.0,2.0
1885,1,63.0,9.0,2.0,321206.0,34.0,321212.0,33.0,321214.0,33.0,0.0,0.0,0.0,0.0,730301.0,40.0,730306.0,40.0,730307.0,20.0,0.0,0.0,0.0,0.0,79632.0,1,1945.0,7.0,2523.0,25.0,1.0,2.0,1.0,1.0,1.0,3.0,7.0,5.0
1886,1,0.0,0.0,3.0,270802.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730115.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71867.0,1,1945.0,7.0,2578.0,25.0,1.0,2.0,3.0,1.0,7.0,21.0,31.0,15.0
1887,1,0.0,0.0,7.0,320202.0,10.0,320206.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,730108.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16987.0,1,1965.0,7.0,2653.0,25.0,0.0,5.0,2.0,0.0,68.0,25.0,6.0,4.0
1888,1,0.0,0.0,3.0,320702.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9067.0,1,1960.0,7.0,2538.0,25.0,1.0,2.0,3.0,4.0,10.0,15.0,4.0,3.0
1889,1,63.0,9.0,2.0,321208.0,60.0,321206.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,730204.0,60.0,730213.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,9657.0,1,1965.0,7.0,2923.0,25.0,1.0,4.0,2.0,0.0,0.0,8.0,1.0,3.0
1890,0,66.0,3.0,0.0,330206.0,50.0,330305.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,740301.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659387.0,1,1950.0,4.0,2548.0,25.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0
1891,1,2.0,1.0,0.0,320702.0,50.0,270210.0,30.0,320503.0,20.0,0.0,0.0,0.0,0.0,730104.0,50.0,730107.0,30.0,670403.0,20.0,0.0,0.0,0.0,0.0,64842.0,1,1960.0,7.0,2538.0,25.0,1.0,4.0,0.0,0.0,5.0,8.0,3.0,4.0
1892,0,59.0,1.0,1.0,260105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650103.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26502.0,1,1965.0,7.0,3123.0,31.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1893,1,196.0,1.0,5.0,321021.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730211.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67847.0,1,1955.0,0.0,2768.0,25.0,1.0,2.0,0.0,0.0,0.0,31.0,20.0,11.0
1894,0,59.0,1.0,7.0,260501.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760299.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20012.0,1,1935.0,7.0,3123.0,31.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
1895,1,212.0,7.0,1.0,350212.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749904.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69352.0,1,1945.0,7.0,2298.0,46.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1896,1,0.0,0.0,1.0,330199.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749999.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10987.0,1,1950.0,7.0,2298.0,46.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1898,1,0.0,0.0,3.0,290699.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780199.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64517.0,1,1960.0,7.0,2053.0,19.0,1.0,5.0,0.0,0.0,15.0,6.0,9.0,1.0
1899,1,0.0,0.0,3.0,270802.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730115.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71867.0,1,1945.0,7.0,2578.0,25.0,1.0,2.0,3.0,1.0,7.0,21.0,31.0,15.0
1900,1,157.0,3.0,1.0,270402.0,80.0,270703.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,620301.0,20.0,770706.0,60.0,780105.0,20.0,0.0,0.0,0.0,0.0,50032.0,1,1965.0,7.0,1098.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,2.0
1901,1,28.0,3.0,1.0,321024.0,50.0,321299.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730114.0,33.0,730217.0,33.0,730303.0,34.0,0.0,0.0,0.0,0.0,8772.0,1,1965.0,7.0,2763.0,25.0,0.0,1.0,4.0,3.0,4.0,6.0,4.0,2.0
1902,0,28.0,3.0,1.0,321024.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730303.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19082.0,1,1970.0,7.0,2563.0,25.0,1.0,4.0,0.0,1.0,7.0,4.0,3.0,1.0
1903,1,0.0,0.0,2.0,330109.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749999.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11507.0,1,1945.0,7.0,2298.0,46.0,1.0,3.0,0.0,0.0,0.0,2.0,3.0,4.0
1904,1,0.0,0.0,1.0,270105.0,50.0,270404.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,770305.0,60.0,780105.0,30.0,671699.0,10.0,0.0,0.0,0.0,0.0,79787.0,1,1945.0,4.0,3028.0,31.0,1.0,2.0,0.0,0.0,1.0,13.0,4.0,0.0
1906,1,0.0,0.0,1.0,330109.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740102.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11507.0,1,1945.0,7.0,2298.0,46.0,1.0,3.0,0.0,0.0,0.0,2.0,3.0,4.0
1907,1,0.0,0.0,1.0,330202.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740201.0,50.0,740102.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,20342.0,1,1940.0,7.0,2298.0,46.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
1908,1,0.0,0.0,3.0,300404.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749999.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10387.0,1,1950.0,7.0,1038.0,1.0,1.0,5.0,0.0,0.0,2.0,8.0,17.0,2.0
1909,1,0.0,0.0,1.0,350211.0,70.0,350299.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,729901.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27102.0,1,1955.0,2.0,1623.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,9.0
1910,1,0.0,0.0,1.0,300507.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630106.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66717.0,1,1960.0,7.0,1258.0,34.0,1.0,5.0,0.0,0.0,0.0,6.0,1.0,1.0
1911,1,0.0,0.0,7.0,321204.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730211.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3182.0,1,1965.0,7.0,2523.0,25.0,1.0,3.0,0.0,0.0,0.0,6.0,20.0,20.0
1912,0,40.0,2.0,0.0,321003.0,60.0,320899.0,30.0,320303.0,10.0,0.0,0.0,0.0,0.0,730106.0,70.0,730112.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,69812.0,1,1960.0,7.0,2813.0,25.0,0.0,3.0,2.0,6.0,13.0,11.0,15.0,2.0
1914,1,2.0,1.0,3.0,340402.0,40.0,340403.0,30.0,350302.0,30.0,0.0,0.0,0.0,0.0,710401.0,50.0,729999.0,30.0,780101.0,20.0,0.0,0.0,0.0,0.0,17747.0,1,1970.0,7.0,1578.0,13.0,1.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0
1915,1,0.0,0.0,0.0,320207.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730102.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75972.0,1,1960.0,7.0,2603.0,25.0,1.0,4.0,1.0,0.0,5.0,3.0,4.0,4.0
1916,1,164.0,2.0,0.0,321010.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730101.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145367.0,1,1965.0,7.0,2548.0,25.0,1.0,4.0,1.0,2.0,1.0,0.0,3.0,1.0
1918,0,144.0,7.0,1.0,330202.0,40.0,330103.0,30.0,330101.0,30.0,0.0,0.0,0.0,0.0,740201.0,60.0,749904.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,80692.0,1,1950.0,7.0,2298.0,46.0,1.0,5.0,1.0,2.0,1.0,2.0,2.0,0.0
1919,0,144.0,7.0,1.0,270404.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66932.0,1,1940.0,7.0,3028.0,31.0,0.0,2.0,0.0,2.0,0.0,4.0,7.0,7.0
1920,1,2.0,1.0,2.0,240101.0,80.0,240401.0,10.0,249903.0,10.0,0.0,0.0,0.0,0.0,780102.0,80.0,671401.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,72447.0,1,1950.0,7.0,3198.0,31.0,1.0,5.0,1.0,1.0,5.0,22.0,4.0,0.0
1921,1,0.0,0.0,1.0,390103.0,10.0,390202.0,20.0,390301.0,70.0,0.0,0.0,0.0,0.0,750599.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21877.0,1,1965.0,7.0,3658.0,22.0,1.0,3.0,0.0,0.0,6.0,1.0,4.0,0.0
1922,1,0.0,0.0,7.0,300606.0,50.0,300803.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,770806.0,30.0,770807.0,30.0,770805.0,40.0,0.0,0.0,0.0,0.0,15927.0,1,1960.0,7.0,1098.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0
1923,1,2.0,1.0,1.0,240101.0,60.0,280103.0,20.0,280112.0,20.0,0.0,0.0,0.0,0.0,780102.0,50.0,700201.0,30.0,700103.0,20.0,0.0,0.0,0.0,0.0,32522.0,1,1970.0,7.0,3198.0,31.0,1.0,4.0,1.0,1.0,5.0,3.0,2.0,0.0
1925,1,0.0,0.0,3.0,260502.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770602.0,24.0,770702.0,24.0,770802.0,28.0,770902.0,24.0,0.0,0.0,76022.0,1,1965.0,7.0,2103.0,19.0,1.0,5.0,1.0,2.0,15.0,8.0,0.0,0.0
1926,1,0.0,0.0,1.0,330109.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749901.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87087.0,1,1950.0,9.0,2298.0,46.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
1927,1,0.0,0.0,1.0,321214.0,33.0,321217.0,33.0,321299.0,34.0,0.0,0.0,0.0,0.0,730201.0,33.0,730219.0,33.0,730299.0,34.0,0.0,0.0,0.0,0.0,107602.0,1,1970.0,7.0,2523.0,25.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0
1928,1,0.0,0.0,1.0,230117.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780101.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617.0,1,1965.0,7.0,3098.0,31.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0
